Outage_ID,Region,Start_Time,Duration_Hours,End_Time,Cause,Customers_Affected,Weather_Condition
3882,Montgomery,2024-01-06 19:17:00,3.81,2024-01-06 23:05:36.000000000,Maintenance,2077,Heavy Rain
3883,Huntsville,2023-10-18 13:54:00,0.77,2023-10-18 14:40:12.000000000,Weather,3692,High Wind
3884,Rural South,2023-11-28 13:28:00,0.55,2023-11-28 14:01:00.000000000,Weather,3808,Heavy Rain
3885,Huntsville,2024-08-28 02:50:00,5.4,2024-08-28 08:14:00.000000000,Weather,3637,Ice
3886,Montgomery,2023-09-18 03:32:00,1.33,2023-09-18 04:51:48.000000000,Weather,120,Heatwave
3887,Montgomery,2023-07-24 00:26:00,1.82,2023-07-24 02:15:12.000000000,Weather,2544,Clear
3888,Montgomery,2024-11-27 16:53:00,0.09,2024-11-27 16:58:24.000000000,Weather,98,Clear
3889,Rural North,2024-11-17 18:11:00,1.46,2024-11-17 19:38:36.000000000,Other,3400,Heatwave
3890,Huntsville,2024-01-22 13:09:00,4.41,2024-01-22 17:33:36.000000000,Weather,1951,Storm
3891,Montgomery,2024-04-12 06:47:00,5.17,2024-04-12 11:57:12.000000000,Weather,3320,Storm
3892,Mobile,2024-02-19 18:52:00,3.6,2024-02-19 22:28:00.000000000,Wildlife,81,Heavy Rain
3893,Rural South,2023-03-10 01:13:00,3.53,2023-03-10 04:44:48.000000000,Equipment Failure,831,Ice
3894,Rural South,2024-04-16 09:37:00,2.12,2024-04-16 11:44:12.000000000,Equipment Failure,3480,Heavy Rain
3895,Mobile,2023-04-14 11:19:00,2.32,2023-04-14 13:38:12.000000000,Equipment Failure,825,High Wind
3896,Rural South,2023-06-10 21:25:00,4.07,2023-06-11 01:29:12.000000000,Equipment Failure,413,Clear
3897,Rural North,2023-07-19 23:11:00,0.85,2023-07-20 00:02:00.000000000,Weather,1708,Heavy Rain
3898,Rural North,2023-08-04 13:05:00,0.79,2023-08-04 13:52:24.000000000,Weather,4356,Heavy Rain
3899,Birmingham,2023-07-31 14:08:00,8.98,2023-07-31 23:06:48.000000000,Wildlife,2926,Heatwave
3900,Birmingham,2024-05-22 14:29:00,0.08,2024-05-22 14:33:48.000000000,Weather,2052,Clear
3901,Birmingham,2023-01-16 03:56:00,0.45,2023-01-16 04:23:00.000000000,Weather,1963,Clear
3902,Rural South,2024-05-12 12:06:00,2.53,2024-05-12 14:37:48.000000000,Equipment Failure,4973,Storm
3903,Rural North,2023-11-28 23:09:00,4.02,2023-11-29 03:10:12.000000000,Weather,3303,Storm
3904,Rural North,2024-12-17 21:49:00,2.32,2024-12-18 00:08:12.000000000,Equipment Failure,3712,Clear
3905,Rural North,2024-07-04 06:17:00,1.32,2024-07-04 07:36:12.000000000,Wildlife,3263,Heavy Rain
3906,Mobile,2024-08-23 11:00:00,11.45,2024-08-23 22:27:00.000000000,Other,3811,High Wind
3907,Rural North,2023-09-13 13:49:00,3.65,2023-09-13 17:28:00.000000000,Maintenance,265,Heavy Rain
3908,Mobile,2024-12-28 15:05:00,5.34,2024-12-28 20:25:24.000000000,Weather,1941,High Wind
3909,Birmingham,2023-06-21 06:15:00,0.12,2023-06-21 06:22:12.000000000,Other,1121,Clear
3910,Birmingham,2024-10-10 10:18:00,0.81,2024-10-10 11:06:36.000000000,Weather,882,Heatwave
3911,Rural South,2024-05-12 10:52:00,1.41,2024-05-12 12:16:36.000000000,Weather,4597,High Wind
3912,Birmingham,2024-04-15 18:19:00,0.6,2024-04-15 18:55:00.000000000,Equipment Failure,1571,Storm
3913,Rural South,2024-01-19 17:12:00,0.23,2024-01-19 17:25:48.000000000,Maintenance,4738,Heatwave
3914,Montgomery,2024-11-20 03:15:00,0.77,2024-11-20 04:01:12.000000000,Weather,4467,Clear
3915,Montgomery,2024-08-11 13:26:00,2.29,2024-08-11 15:43:23.999999999,Equipment Failure,903,Ice
3916,Huntsville,2024-11-30 14:52:00,3.57,2024-11-30 18:26:11.999999999,Wildlife,2694,High Wind
3917,Rural South,2024-05-21 21:53:00,4.46,2024-05-22 02:20:36.000000000,Weather,1256,High Wind
3918,Huntsville,2024-06-10 18:04:00,0.13,2024-06-10 18:11:48.000000000,Maintenance,756,Heatwave
3919,Huntsville,2023-11-21 15:36:00,1.68,2023-11-21 17:16:48.000000000,Weather,4063,Ice
3920,Montgomery,2023-08-02 23:32:00,0.39,2023-08-02 23:55:24.000000000,Equipment Failure,4095,Ice
3921,Rural South,2023-07-27 14:06:00,1.69,2023-07-27 15:47:24.000000000,Weather,1016,Clear
3922,Montgomery,2023-06-18 13:37:00,1.71,2023-06-18 15:19:36.000000000,Equipment Failure,2750,Heatwave
3923,Huntsville,2023-11-26 09:23:00,2.07,2023-11-26 11:27:12.000000000,Weather,4320,Heavy Rain
3924,Rural South,2023-10-07 10:33:00,6.7,2023-10-07 17:15:00.000000000,Wildlife,4332,Ice
3925,Huntsville,2023-11-01 11:18:00,4.91,2023-11-01 16:12:36.000000000,Other,900,High Wind
3926,Rural North,2023-05-26 16:57:00,3.04,2023-05-26 19:59:24.000000000,Other,2501,Ice
3927,Rural South,2024-05-30 00:07:00,6.5,2024-05-30 06:37:00.000000000,Weather,2886,Clear
3928,Rural South,2023-03-31 23:12:00,3.4,2023-04-01 02:36:00.000000000,Weather,1641,Clear
3929,Huntsville,2024-03-28 17:48:00,5.13,2024-03-28 22:55:48.000000000,Equipment Failure,3713,High Wind
3930,Rural North,2023-03-01 05:43:00,2.49,2023-03-01 08:12:24.000000000,Maintenance,2036,High Wind
3931,Mobile,2023-11-07 13:15:00,2.23,2023-11-07 15:28:48.000000000,Other,4117,High Wind
3932,Montgomery,2024-06-11 23:18:00,3.86,2024-06-12 03:09:36.000000000,Maintenance,3332,Heavy Rain
3933,Huntsville,2023-08-15 17:30:00,0.06,2023-08-15 17:33:36.000000000,Equipment Failure,751,High Wind
3934,Rural South,2024-04-18 20:16:00,3.52,2024-04-18 23:47:12.000000000,Weather,3018,Heatwave
3935,Montgomery,2024-06-24 14:08:00,8.18,2024-06-24 22:18:48.000000000,Wildlife,1986,Clear
3936,Montgomery,2024-10-24 23:00:00,3.75,2024-10-25 02:45:00.000000000,Weather,3672,Clear
3937,Montgomery,2023-03-20 01:01:00,0.11,2023-03-20 01:07:36.000000000,Weather,3810,Ice
3938,Mobile,2024-03-08 18:05:00,1.42,2024-03-08 19:30:12.000000000,Wildlife,3581,High Wind
3939,Birmingham,2023-06-02 07:01:00,4.98,2023-06-02 11:59:48.000000000,Equipment Failure,2921,Heavy Rain
3940,Huntsville,2024-02-05 10:32:00,9.55,2024-02-05 20:05:00.000000000,Weather,3094,Heatwave
3941,Birmingham,2023-10-06 13:11:00,1.39,2023-10-06 14:34:24.000000000,Weather,783,Storm
3942,Birmingham,2023-02-26 09:10:00,5.52,2023-02-26 14:41:12.000000000,Weather,2154,Ice
3943,Birmingham,2023-07-05 23:23:00,5.98,2023-07-06 05:21:48.000000000,Equipment Failure,1002,Heatwave
3944,Montgomery,2024-02-02 21:40:00,0.39,2024-02-02 22:03:24.000000000,Weather,1848,Heavy Rain
3945,Rural North,2024-08-27 10:05:00,5.61,2024-08-27 15:41:36.000000000,Wildlife,3823,High Wind
3946,Montgomery,2023-06-07 18:58:00,1.18,2023-06-07 20:08:48.000000000,Weather,4917,Heavy Rain
3947,Montgomery,2024-11-23 19:04:00,2.7,2024-11-23 21:46:00.000000000,Equipment Failure,3331,Storm
3948,Rural South,2023-12-25 08:44:00,2.32,2023-12-25 11:03:12.000000000,Weather,3852,Heatwave
3949,Rural South,2024-03-15 14:58:00,3.26,2024-03-15 18:13:36.000000000,Weather,3263,Heavy Rain
3950,Birmingham,2024-08-11 23:59:00,4.05,2024-08-12 04:02:00.000000000,Maintenance,1885,Storm
3951,Montgomery,2024-04-10 02:42:00,1.74,2024-04-10 04:26:24.000000000,Maintenance,3247,Storm
3952,Birmingham,2024-10-24 13:06:00,6.58,2024-10-24 19:40:47.999999999,Weather,13,Heatwave
3953,Rural South,2024-03-21 15:09:00,4.97,2024-03-21 20:07:12.000000000,Equipment Failure,174,Storm
3954,Rural North,2024-05-02 16:21:00,4.62,2024-05-02 20:58:12.000000000,Wildlife,4449,Heatwave
3955,Huntsville,2024-06-13 22:40:00,1.84,2024-06-14 00:30:24.000000000,Weather,1907,Heavy Rain
3956,Birmingham,2023-03-14 06:18:00,0.11,2023-03-14 06:24:36.000000000,Weather,3250,High Wind
3957,Rural North,2024-12-01 22:27:00,2.03,2024-12-02 00:28:48.000000000,Equipment Failure,2577,Clear
3958,Huntsville,2023-01-17 02:52:00,6.86,2023-01-17 09:43:36.000000000,Equipment Failure,3517,Clear
3959,Mobile,2024-06-14 16:39:00,0.63,2024-06-14 17:16:48.000000000,Weather,2569,Heavy Rain
3960,Birmingham,2024-12-31 01:03:00,12.15,2024-12-31 13:12:00.000000000,Weather,1348,High Wind
3961,Birmingham,2023-11-22 18:44:00,4.95,2023-11-22 23:41:00.000000000,Equipment Failure,4647,Clear
3962,Mobile,2024-09-23 22:25:00,3.71,2024-09-24 02:07:36.000000000,Other,622,Storm
3963,Mobile,2024-09-04 16:14:00,3.39,2024-09-04 19:37:24.000000000,Equipment Failure,1894,Heavy Rain
3964,Birmingham,2024-06-29 01:05:00,2.65,2024-06-29 03:44:00.000000000,Weather,4034,Heavy Rain
3965,Mobile,2024-08-18 07:37:00,3.83,2024-08-18 11:26:48.000000000,Equipment Failure,3144,Ice
3966,Montgomery,2024-12-08 07:32:00,1.64,2024-12-08 09:10:24.000000000,Weather,1065,Ice
3967,Huntsville,2023-07-21 21:22:00,5.6,2023-07-22 02:58:00.000000000,Weather,1632,Ice
3968,Huntsville,2023-12-10 16:18:00,3.58,2023-12-10 19:52:47.999999999,Equipment Failure,3292,Heatwave
3969,Huntsville,2024-06-06 02:57:00,4.43,2024-06-06 07:22:48.000000000,Other,2620,High Wind
3970,Montgomery,2024-02-04 04:39:00,4.72,2024-02-04 09:22:12.000000000,Wildlife,3079,Heavy Rain
3971,Mobile,2023-08-06 05:43:00,0.29,2023-08-06 06:00:23.999999999,Weather,1265,Ice
3972,Rural North,2024-03-20 17:20:00,0.17,2024-03-20 17:30:12.000000000,Maintenance,2670,Heavy Rain
3973,Mobile,2023-08-10 04:55:00,4.84,2023-08-10 09:45:24.000000000,Weather,4234,Storm
3974,Birmingham,2024-01-18 03:21:00,0.9,2024-01-18 04:15:00.000000000,Weather,1052,Ice
3975,Rural South,2024-08-14 16:01:00,2.62,2024-08-14 18:38:12.000000000,Other,4462,Heavy Rain
3976,Huntsville,2023-01-07 11:23:00,1.76,2023-01-07 13:08:36.000000000,Other,1452,High Wind
3977,Mobile,2023-09-29 20:17:00,0.07,2023-09-29 20:21:12.000000000,Weather,3687,Heatwave
3978,Rural North,2023-01-16 19:32:00,0.12,2023-01-16 19:39:12.000000000,Weather,4186,High Wind
3979,Birmingham,2024-02-28 06:14:00,5.27,2024-02-28 11:30:12.000000000,Weather,3696,High Wind
3980,Montgomery,2024-06-07 00:34:00,2.81,2024-06-07 03:22:36.000000000,Equipment Failure,1914,Ice
3981,Montgomery,2023-01-21 23:12:00,2.23,2023-01-22 01:25:48.000000000,Wildlife,2723,High Wind
3982,Rural North,2024-11-20 00:28:00,8.67,2024-11-20 09:08:12.000000000,Weather,1887,Heatwave
3983,Birmingham,2023-08-16 12:54:00,0.57,2023-08-16 13:28:11.999999999,Equipment Failure,800,Clear
3984,Huntsville,2023-10-15 03:40:00,0.9,2023-10-15 04:34:00.000000000,Weather,234,Heatwave
3985,Mobile,2023-05-14 00:52:00,4.24,2023-05-14 05:06:24.000000000,Weather,3044,Storm
3986,Birmingham,2023-10-10 13:10:00,4.48,2023-10-10 17:38:48.000000000,Maintenance,4885,Heatwave
3987,Montgomery,2024-02-08 22:56:00,1.56,2024-02-09 00:29:36.000000000,Wildlife,4242,Heavy Rain
3988,Rural North,2024-10-26 23:35:00,9.05,2024-10-27 08:38:00.000000000,Weather,235,Clear
3989,Rural North,2023-03-07 01:15:00,8.35,2023-03-07 09:36:00.000000000,Weather,3415,Ice
3990,Mobile,2024-10-10 08:13:00,0.04,2024-10-10 08:15:24.000000000,Weather,3189,Heavy Rain
3991,Rural North,2024-08-26 01:56:00,0.57,2024-08-26 02:30:11.999999999,Equipment Failure,821,Heatwave
3992,Rural North,2024-03-12 04:39:00,5.15,2024-03-12 09:48:00.000000000,Weather,2502,Heavy Rain
3993,Birmingham,2023-09-16 19:58:00,1.22,2023-09-16 21:11:12.000000000,Equipment Failure,4112,High Wind
3994,Huntsville,2023-04-13 12:25:00,0.3,2023-04-13 12:43:00.000000000,Weather,4233,Heavy Rain
3995,Mobile,2024-07-20 15:48:00,4.61,2024-07-20 20:24:36.000000000,Weather,4076,Heavy Rain
3996,Birmingham,2023-04-11 12:43:00,1.82,2023-04-11 14:32:12.000000000,Maintenance,4372,Heatwave
3997,Huntsville,2023-07-17 04:54:00,2.03,2023-07-17 06:55:48.000000000,Weather,4319,Storm
3998,Birmingham,2023-08-14 16:57:00,0.62,2023-08-14 17:34:12.000000000,Maintenance,256,Heatwave
3999,Rural South,2024-04-07 17:24:00,3.24,2024-04-07 20:38:24.000000000,Equipment Failure,1628,Ice
4000,Birmingham,2023-08-25 18:16:00,2.4,2023-08-25 20:40:00.000000000,Wildlife,1837,Clear
4001,Rural North,2023-01-26 14:01:00,0.69,2023-01-26 14:42:24.000000000,Weather,3455,High Wind
4002,Huntsville,2023-05-01 17:39:00,1.25,2023-05-01 18:54:00.000000000,Maintenance,430,Storm
4003,Mobile,2024-05-20 20:56:00,2.73,2024-05-20 23:39:48.000000000,Weather,2774,Clear
4004,Mobile,2023-07-01 08:16:00,7.77,2023-07-01 16:02:12.000000000,Other,1381,Clear
4005,Huntsville,2024-12-11 03:25:00,7.59,2024-12-11 11:00:24.000000000,Maintenance,4248,Storm
4006,Rural North,2024-09-25 07:05:00,1.02,2024-09-25 08:06:12.000000000,Weather,2198,High Wind
4007,Montgomery,2024-06-26 00:43:00,3.99,2024-06-26 04:42:24.000000000,Weather,2622,Ice
4008,Birmingham,2023-11-11 18:34:00,4.48,2023-11-11 23:02:48.000000000,Wildlife,2090,Storm
4009,Rural North,2024-09-09 10:04:00,4.96,2024-09-09 15:01:36.000000000,Other,4334,Storm
4010,Rural South,2023-09-30 07:33:00,2.54,2023-09-30 10:05:24.000000000,Wildlife,2745,Storm
4011,Huntsville,2023-08-20 09:54:00,0.03,2023-08-20 09:55:48.000000000,Wildlife,839,High Wind
4012,Birmingham,2024-02-24 22:36:00,4.3,2024-02-25 02:54:00.000000000,Wildlife,3068,Storm
4013,Mobile,2024-03-17 08:26:00,0.34,2024-03-17 08:46:24.000000000,Equipment Failure,859,Storm
4014,Montgomery,2024-05-10 13:13:00,0.37,2024-05-10 13:35:12.000000000,Weather,2790,Heavy Rain
4015,Rural South,2023-01-24 00:20:00,2.79,2023-01-24 03:07:24.000000000,Weather,1163,Heavy Rain
4016,Mobile,2023-04-19 20:51:00,12.32,2023-04-20 09:10:12.000000000,Equipment Failure,4950,Heavy Rain
4017,Huntsville,2024-12-03 23:19:00,0.83,2024-12-04 00:08:48.000000000,Equipment Failure,3839,Heavy Rain
4018,Birmingham,2024-05-16 19:13:00,3.11,2024-05-16 22:19:36.000000000,Equipment Failure,2692,Storm
4019,Huntsville,2023-01-25 10:19:00,1.09,2023-01-25 11:24:24.000000000,Weather,3089,Heavy Rain
4020,Birmingham,2023-07-06 06:53:00,6.87,2023-07-06 13:45:12.000000000,Equipment Failure,412,Clear
4021,Rural North,2023-10-15 18:14:00,2.7,2023-10-15 20:56:00.000000000,Weather,2985,Ice
4022,Montgomery,2024-09-19 23:47:00,0.7,2024-09-20 00:29:00.000000000,Equipment Failure,1612,Heavy Rain
4023,Rural North,2023-12-04 23:40:00,0.91,2023-12-05 00:34:36.000000000,Equipment Failure,4732,High Wind
4024,Rural North,2023-02-06 05:36:00,1.7,2023-02-06 07:18:00.000000000,Weather,990,Ice
4025,Huntsville,2023-05-17 15:09:00,0.39,2023-05-17 15:32:24.000000000,Wildlife,2304,Heatwave
4026,Montgomery,2024-05-22 04:35:00,0.25,2024-05-22 04:50:00.000000000,Equipment Failure,2394,Heatwave
4027,Birmingham,2023-08-15 14:51:00,3.42,2023-08-15 18:16:12.000000000,Wildlife,3362,Clear
4028,Birmingham,2023-11-16 00:12:00,1.57,2023-11-16 01:46:11.999999999,Weather,4138,Ice
4029,Rural South,2023-07-01 17:06:00,3.89,2023-07-01 20:59:24.000000000,Weather,808,Ice
4030,Mobile,2023-03-27 16:17:00,0.35,2023-03-27 16:38:00.000000000,Weather,2605,Clear
4031,Rural South,2024-04-11 20:47:00,2.82,2024-04-11 23:36:12.000000000,Weather,1376,Heatwave
4032,Rural South,2023-02-22 16:13:00,1.76,2023-02-22 17:58:36.000000000,Weather,2948,Heavy Rain
4033,Birmingham,2023-08-23 02:54:00,0.18,2023-08-23 03:04:48.000000000,Weather,1272,Clear
4034,Huntsville,2024-03-08 23:28:00,2.36,2024-03-09 01:49:36.000000000,Wildlife,2786,High Wind
4035,Rural North,2024-05-10 04:00:00,0.26,2024-05-10 04:15:36.000000000,Other,3258,Clear
4036,Rural North,2023-04-10 09:06:00,5.28,2023-04-10 14:22:48.000000000,Other,313,Storm
4037,Rural North,2024-08-21 00:13:00,3.0,2024-08-21 03:13:00.000000000,Other,1703,Heatwave
4038,Montgomery,2024-02-07 20:18:00,2.44,2024-02-07 22:44:24.000000000,Equipment Failure,2326,Storm
4039,Birmingham,2024-01-31 23:40:00,0.43,2024-02-01 00:05:48.000000000,Equipment Failure,4505,Heatwave
4040,Huntsville,2024-06-10 22:09:00,1.02,2024-06-10 23:10:12.000000000,Weather,931,Heatwave
4041,Montgomery,2024-02-19 22:37:00,2.04,2024-02-20 00:39:24.000000000,Weather,430,Ice
4042,Mobile,2024-09-04 12:04:00,3.01,2024-09-04 15:04:36.000000000,Maintenance,2188,Heavy Rain
4043,Huntsville,2024-11-07 23:53:00,0.61,2024-11-08 00:29:36.000000000,Wildlife,3819,Heavy Rain
4044,Rural South,2024-04-07 00:02:00,0.03,2024-04-07 00:03:48.000000000,Maintenance,1176,Heatwave
4045,Huntsville,2024-06-24 11:30:00,1.27,2024-06-24 12:46:12.000000000,Wildlife,4683,Heatwave
4046,Huntsville,2024-09-17 12:26:00,1.98,2024-09-17 14:24:48.000000000,Weather,549,Storm
4047,Rural North,2024-09-10 12:48:00,0.61,2024-09-10 13:24:36.000000000,Equipment Failure,3509,High Wind
4048,Huntsville,2023-12-30 14:31:00,2.03,2023-12-30 16:32:48.000000000,Equipment Failure,1470,Clear
4049,Rural South,2023-05-10 08:14:00,1.24,2023-05-10 09:28:24.000000000,Other,4697,Heatwave
4050,Rural South,2023-03-25 06:56:00,1.82,2023-03-25 08:45:12.000000000,Other,4749,Heatwave
4051,Birmingham,2023-09-28 23:34:00,1.28,2023-09-29 00:50:48.000000000,Equipment Failure,337,Clear
4052,Huntsville,2023-09-01 23:16:00,2.97,2023-09-02 02:14:12.000000000,Weather,2869,Clear
4053,Rural North,2024-01-23 10:27:00,0.13,2024-01-23 10:34:48.000000000,Weather,2103,High Wind
4054,Huntsville,2023-08-02 17:55:00,0.56,2023-08-02 18:28:36.000000000,Weather,2141,High Wind
4055,Mobile,2023-06-15 23:19:00,1.7,2023-06-16 01:01:00.000000000,Wildlife,2851,Clear
4056,Mobile,2023-02-28 23:38:00,1.32,2023-03-01 00:57:12.000000000,Weather,361,Heatwave
4057,Rural North,2024-08-24 17:00:00,1.49,2024-08-24 18:29:24.000000000,Weather,4742,Heatwave
4058,Birmingham,2024-05-18 02:21:00,4.89,2024-05-18 07:14:24.000000000,Weather,3918,Clear
4059,Birmingham,2024-12-06 18:29:00,6.52,2024-12-07 01:00:12.000000000,Other,243,Heatwave
4060,Rural South,2023-05-03 00:45:00,0.86,2023-05-03 01:36:36.000000000,Equipment Failure,3132,High Wind
4061,Rural South,2024-10-09 14:03:00,5.43,2024-10-09 19:28:48.000000000,Equipment Failure,4886,Clear
4062,Montgomery,2024-02-17 16:48:00,1.84,2024-02-17 18:38:24.000000000,Weather,2738,High Wind
4063,Rural North,2023-05-19 21:01:00,0.96,2023-05-19 21:58:36.000000000,Weather,942,Heatwave
4064,Huntsville,2023-08-17 00:09:00,12.69,2023-08-17 12:50:24.000000000,Weather,1833,Heatwave
4065,Rural North,2023-10-01 11:03:00,5.23,2023-10-01 16:16:48.000000000,Wildlife,3510,Ice
4066,Montgomery,2024-03-14 09:32:00,15.48,2024-03-15 01:00:48.000000000,Wildlife,4083,Storm
4067,Rural South,2024-07-15 10:48:00,0.55,2024-07-15 11:21:00.000000000,Equipment Failure,3355,Storm
4068,Rural North,2023-04-28 15:12:00,0.47,2023-04-28 15:40:12.000000000,Weather,870,High Wind
4069,Rural North,2024-12-14 10:39:00,2.1,2024-12-14 12:45:00.000000000,Wildlife,1240,Clear
4070,Rural South,2024-04-27 10:15:00,3.05,2024-04-27 13:18:00.000000000,Maintenance,2205,Storm
4071,Montgomery,2024-01-30 11:37:00,0.56,2024-01-30 12:10:36.000000000,Weather,4405,Heatwave
4072,Rural South,2024-12-03 15:08:00,5.91,2024-12-03 21:02:36.000000000,Weather,1486,Heavy Rain
4073,Birmingham,2024-04-04 02:57:00,2.28,2024-04-04 05:13:48.000000000,Maintenance,2033,Clear
4074,Huntsville,2024-11-23 14:28:00,1.59,2024-11-23 16:03:24.000000000,Equipment Failure,2606,High Wind
4075,Rural South,2023-03-19 17:09:00,2.76,2023-03-19 19:54:36.000000000,Other,2440,Heatwave
4076,Montgomery,2024-02-16 14:12:00,3.02,2024-02-16 17:13:12.000000000,Wildlife,3699,Heatwave
4077,Mobile,2023-03-16 05:06:00,0.13,2023-03-16 05:13:48.000000000,Weather,543,Heavy Rain
4078,Birmingham,2023-10-22 09:07:00,27.42,2023-10-23 12:32:12.000000000,Maintenance,1266,High Wind
4079,Mobile,2023-01-21 05:26:00,1.36,2023-01-21 06:47:36.000000000,Weather,1667,Clear
4080,Rural South,2023-06-20 22:59:00,0.19,2023-06-20 23:10:24.000000000,Maintenance,1162,Heatwave
4081,Birmingham,2023-01-15 06:34:00,5.74,2023-01-15 12:18:24.000000000,Equipment Failure,3903,Ice
4082,Huntsville,2023-07-30 04:59:00,14.89,2023-07-30 19:52:24.000000000,Equipment Failure,1762,Heatwave
4083,Rural South,2024-07-13 12:28:00,5.08,2024-07-13 17:32:48.000000000,Wildlife,1693,Ice
4084,Huntsville,2023-03-27 04:44:00,5.73,2023-03-27 10:27:48.000000000,Maintenance,2988,Ice
4085,Rural North,2023-05-29 05:29:00,2.95,2023-05-29 08:26:00.000000000,Wildlife,4342,Clear
4086,Mobile,2024-11-30 00:49:00,7.67,2024-11-30 08:29:12.000000000,Weather,3663,Clear
4087,Birmingham,2024-01-07 12:52:00,0.11,2024-01-07 12:58:36.000000000,Weather,3023,Heavy Rain
4088,Huntsville,2024-04-24 06:17:00,4.37,2024-04-24 10:39:12.000000000,Equipment Failure,710,Heatwave
4089,Montgomery,2023-05-31 16:39:00,3.33,2023-05-31 19:58:48.000000000,Other,4680,Clear
4090,Huntsville,2023-05-21 12:53:00,0.15,2023-05-21 13:02:00.000000000,Weather,3074,Clear
4091,Montgomery,2023-03-10 19:27:00,2.36,2023-03-10 21:48:36.000000000,Weather,4876,Heavy Rain
4092,Rural South,2023-09-17 18:03:00,2.17,2023-09-17 20:13:12.000000000,Equipment Failure,1774,Heavy Rain
4093,Birmingham,2024-06-04 14:27:00,3.53,2024-06-04 17:58:48.000000000,Equipment Failure,4328,Heatwave
4094,Huntsville,2024-09-24 18:18:00,0.24,2024-09-24 18:32:24.000000000,Wildlife,1132,High Wind
4095,Huntsville,2024-01-06 00:02:00,4.91,2024-01-06 04:56:36.000000000,Maintenance,3840,Storm
4096,Birmingham,2024-02-23 12:27:00,0.45,2024-02-23 12:54:00.000000000,Other,2968,Heatwave
4097,Huntsville,2023-04-11 04:34:00,1.63,2023-04-11 06:11:48.000000000,Maintenance,2330,Storm
4098,Montgomery,2024-10-22 03:34:00,6.39,2024-10-22 09:57:24.000000000,Weather,1432,High Wind
4099,Huntsville,2024-10-19 05:28:00,2.47,2024-10-19 07:56:12.000000000,Equipment Failure,1550,Ice
4100,Mobile,2023-08-31 04:14:00,1.43,2023-08-31 05:39:48.000000000,Maintenance,4535,Heatwave
4101,Rural South,2024-05-26 23:30:00,0.15,2024-05-26 23:39:00.000000000,Other,532,Clear
4102,Rural North,2024-07-08 02:05:00,3.35,2024-07-08 05:26:00.000000000,Weather,3017,Heavy Rain
4103,Montgomery,2023-04-05 12:46:00,12.93,2023-04-06 01:41:48.000000000,Weather,2508,Heatwave
4104,Mobile,2023-08-14 22:27:00,7.28,2023-08-15 05:43:48.000000000,Weather,2099,Heavy Rain
4105,Rural South,2024-06-01 20:27:00,3.79,2024-06-02 00:14:24.000000000,Equipment Failure,1748,Ice
4106,Birmingham,2023-08-02 19:55:00,0.33,2023-08-02 20:14:48.000000000,Weather,4199,Heavy Rain
4107,Montgomery,2024-12-18 03:36:00,0.82,2024-12-18 04:25:12.000000000,Maintenance,2543,Ice
4108,Rural North,2023-03-08 21:08:00,0.62,2023-03-08 21:45:12.000000000,Wildlife,2574,High Wind
4109,Rural South,2024-01-31 22:39:00,1.32,2024-01-31 23:58:12.000000000,Equipment Failure,2774,Ice
4110,Rural North,2024-09-03 22:01:00,0.81,2024-09-03 22:49:36.000000000,Equipment Failure,508,Storm
4111,Birmingham,2023-01-12 13:51:00,0.84,2023-01-12 14:41:24.000000000,Other,2428,Heatwave
4112,Birmingham,2023-08-25 03:01:00,2.88,2023-08-25 05:53:48.000000000,Equipment Failure,2756,Ice
4113,Montgomery,2024-02-03 05:33:00,1.15,2024-02-03 06:42:00.000000000,Weather,494,Heatwave
4114,Huntsville,2024-02-11 08:30:00,3.39,2024-02-11 11:53:24.000000000,Weather,674,High Wind
4115,Birmingham,2024-04-24 06:22:00,8.86,2024-04-24 15:13:36.000000000,Equipment Failure,3464,Ice
4116,Rural South,2024-10-08 20:22:00,3.05,2024-10-08 23:25:00.000000000,Weather,637,High Wind
4117,Huntsville,2023-08-10 05:31:00,4.18,2023-08-10 09:41:48.000000000,Equipment Failure,1694,Storm
4118,Mobile,2023-06-05 19:48:00,4.18,2023-06-05 23:58:48.000000000,Other,741,Clear
4119,Rural North,2024-10-15 21:05:00,1.2,2024-10-15 22:17:00.000000000,Maintenance,4297,High Wind
4120,Huntsville,2024-03-03 14:59:00,0.05,2024-03-03 15:02:00.000000000,Weather,1254,Clear
4121,Rural North,2023-06-07 10:41:00,0.17,2023-06-07 10:51:12.000000000,Weather,2184,High Wind
4122,Huntsville,2024-02-20 20:50:00,0.99,2024-02-20 21:49:24.000000000,Other,3884,Ice
4123,Mobile,2023-11-22 10:33:00,3.51,2023-11-22 14:03:36.000000000,Wildlife,2784,Clear
4124,Birmingham,2024-01-06 07:30:00,7.12,2024-01-06 14:37:12.000000000,Equipment Failure,3088,High Wind
4125,Mobile,2023-12-10 03:15:00,9.57,2023-12-10 12:49:11.999999999,Weather,4801,Heatwave
4126,Birmingham,2023-09-19 20:27:00,0.08,2023-09-19 20:31:48.000000000,Maintenance,1149,High Wind
4127,Birmingham,2023-10-10 07:37:00,13.84,2023-10-10 21:27:24.000000000,Weather,4669,Clear
4128,Rural North,2023-08-17 13:49:00,1.17,2023-08-17 14:59:12.000000000,Weather,3127,Heatwave
4129,Rural South,2023-10-07 04:16:00,5.55,2023-10-07 09:49:00.000000000,Weather,2450,High Wind
4130,Mobile,2023-10-17 21:35:00,0.6,2023-10-17 22:11:00.000000000,Equipment Failure,4128,Clear
